Barco,operacion,iteraciones, tiempo,daño, complexity
winterhlater-Splay,search,5,0.921,20,6.64386
winterhlater-Splay,search,2,0.139,50,6.64386
winterhlater-Splay,search,1,0.112,100,6.64386
winterhlater-Splay,search,4,0.299,25,6.64386
winterhlater-Splay,search,5,0.342,20,6.64386
winterhlater-Splay,search,3,0.237,33,6.64386
winterhlater-Splay,search,6,0.323,16,6.64386
winterhlater-Splay,search,5,0.281,20,6.64386
winterhlater-Splay,search,4,0.281,25,6.64386
winterhlater-Splay,search,6,0.343,16,6.64386
winterhlater-Splay,search,2,0.169,50,6.64386
winterhlater-Splay,search,4,0.279,25,6.64386
winterhlater-Splay,search,4,0.309,25,6.64386
winterhlater-Splay,search,7,0.416,14,6.64386
winterhlater-Splay,search,4,0.303,25,6.64386
winterhlater-Splay,search,3,0.16,33,6.64386
winterhlater-Splay,search,4,0.178,25,6.64386
winterhlater-Splay,search,4,0.186,25,6.64386
winterhlater-Splay,search,6,0.378,16,6.64386
winterhlater-Splay,search,3,0.172,33,6.64386
winterhlater-Splay,search,2,0.118,50,6.64386
winterhlater-Splay,search,6,0.403,16,6.64386
winterhlater-Splay,search,1,0.088,100,6.64386
winterhlater-Splay,search,3,0.214,33,6.64386
winterhlater-Splay,search,7,0.436,14,6.64386
winterhlater-Splay,search,1,0.107,100,6.64386
winterhlater-Splay,search,2,0.128,50,6.64386
winterhlater-Splay,search,4,0.257,25,6.64386
winterhlater-Splay,search,7,0.392,14,6.64386
winterhlater-Splay,search,5,0.245,20,6.64386
winterhlater-Splay,search,3,0.198,33,6.64386
winterhlater-Splay,search,5,0.279,20,6.64386
winterhlater-Splay,search,5,0.257,20,6.64386
winterhlater-Splay,search,4,0.223,25,6.64386
winterhlater-Splay,search,5,0.297,20,6.64386
winterhlater-Splay,search,4,0.227,25,6.64386
winterhlater-Splay,search,7,0.415,14,6.64386
winterhlater-Splay,search,3,0.213,33,6.64386
winterhlater-Splay,search,6,0.376,16,6.64386
winterhlater-Splay,search,4,0.218,25,6.64386
winterhlater-Splay,search,1,0.079,100,6.64386
winterhlater-Splay,search,4,0.194,25,6.64386
winterhlater-Splay,search,5,0.266,20,6.64386
winterhlater-Splay,search,5,0.35,20,6.64386
winterhlater-Splay,search,4,0.172,25,6.64386
winterhlater-Splay,search,4,0.166,25,6.64386
winterhlater-Splay,search,6,0.309,16,6.64386
winterhlater-Splay,search,4,0.156,25,6.64386
winterhlater-Splay,search,6,0.314,16,6.64386
winterhlater-Splay,search,5,0.18,20,6.64386
winterhlater-Splay,search,3,0.249,33,6.64386
winterhlater-Splay,search,2,0.21,50,6.64386
winterhlater-Splay,search,3,0.173,33,6.64386
winterhlater-Splay,search,6,0.281,16,6.64386
winterhlater-Splay,search,2,0.151,50,6.64386
winterhlater-Splay,search,4,0.275,25,6.64386
winterhlater-Splay,search,4,0.343,25,6.64386
winterhlater-Splay,search,3,0.198,33,6.64386
winterhlater-Splay,search,3,0.189,33,6.64386
winterhlater-Splay,search,2,0.125,50,6.64386
winterhlater-Splay,search,6,0.229,16,6.64386
winterhlater-Splay,search,3,0.18,33,6.64386
winterhlater-Splay,search,5,0.278,20,6.64386
winterhlater-Splay,search,8,0.383,12,6.64386
winterhlater-Splay,search,6,0.432,16,6.64386
winterhlater-Splay,search,4,0.187,25,6.64386
winterhlater-Splay,search,5,0.235,20,6.64386
winterhlater-Splay,search,4,0.226,25,6.64386
winterhlater-Splay,search,6,0.377,16,6.64386
winterhlater-Splay,search,5,0.388,20,6.64386
winterhlater-Splay,search,6,0.338,16,6.64386
winterhlater-Splay,search,2,0.134,50,6.64386
winterhlater-Splay,search,2,0.111,50,6.64386
winterhlater-Splay,search,3,0.127,33,6.64386
winterhlater-Splay,search,1,0.062,100,6.64386
winterhlater-Splay,search,5,0.243,20,6.64386
winterhlater-Splay,search,5,0.313,20,6.64386
winterhlater-Splay,search,5,0.323,20,6.64386
winterhlater-Splay,search,3,0.175,33,6.64386
winterhlater-Splay,search,3,0.212,33,6.64386
winterhlater-Splay,search,6,0.314,16,6.64386
winterhlater-Splay,search,5,0.23,20,6.64386
winterhlater-Splay,search,5,0.282,20,6.64386
winterhlater-Splay,search,4,0.256,25,6.64386
winterhlater-Splay,search,4,0.316,25,6.64386
winterhlater-Splay,search,4,0.23,25,6.64386
winterhlater-Splay,search,4,0.241,25,6.64386
winterhlater-Splay,search,6,0.331,16,6.64386
winterhlater-Splay,search,2,0.124,50,6.64386
winterhlater-Splay,search,4,0.156,25,6.64386
winterhlater-Splay,search,4,0.193,25,6.64386
winterhlater-Splay,search,4,0.237,25,6.64386
winterhlater-Splay,search,5,0.277,20,6.64386
winterhlater-Splay,search,5,0.279,20,6.64386
winterhlater-Splay,search,4,0.186,25,6.64386
winterhlater-Splay,search,6,0.284,16,6.64386
winterhlater-Splay,search,6,0.355,16,6.64386
winterhlater-Splay,search,6,0.339,16,6.64386
winterhlater-Splay,search,4,0.18,25,6.64386
winterhlater-Splay,search,3,0.147,33,6.64386
