Barco,operacion,iteraciones, tiempo,daño, complexity
typhon-Array,delete,77,0.523,0,105.629
typhon-Array,delete,22,0.247,0,104.615
typhon-Array,delete,94,0.512,0,103.6
typhon-Array,delete,29,0.297,0,102.585
typhon-Array,delete,29,0.32,0,101.57
typhon-Array,delete,16,0.237,0,100.555
typhon-Array,delete,43,0.275,0,99.5392
typhon-Array,delete,57,0.4,0,98.5236
typhon-Array,delete,89,0.433,0,97.5078
typhon-Array,delete,59,0.38,0,96.4919
typhon-Array,delete,70,0.381,0,95.4757
typhon-Array,delete,86,0.427,0,94.4594
typhon-Array,delete,66,0.395,0,93.4429
typhon-Array,delete,10,0.224,0,92.4263
typhon-Array,delete,21,0.245,0,91.4094
typhon-Array,delete,69,0.448,0,90.3923
typhon-Array,delete,65,0.41,0,89.375
typhon-Array,delete,86,0.432,0,88.3576
typhon-Array,delete,85,0.458,0,87.3399
typhon-Array,delete,43,0.328,0,86.3219
typhon-Array,delete,43,0.288,0,85.3038
typhon-Array,delete,57,0.358,0,84.2854
typhon-Array,delete,47,0.48,0,83.2668
typhon-Array,delete,58,0.433,0,82.2479
typhon-Array,delete,70,0.443,0,81.2288
typhon-Array,delete,50,0.328,0,80.2095
typhon-Array,delete,74,0.417,0,79.1898
typhon-Array,delete,7,0.211,0,78.1699
typhon-Array,delete,54,0.339,0,77.1497
typhon-Array,delete,70,0.601,0,76.1293
typhon-Array,delete,29,0.467,0,75.1085
typhon-Array,delete,72,0.509,0,74.0875
typhon-Array,delete,19,0.222,0,73.0661
typhon-Array,delete,19,0.301,0,72.0444
typhon-Array,delete,69,0.398,0,71.0224
typhon-Array,delete,44,0.263,0,70
typhon-Array,delete,59,0.405,0,68.9773
typhon-Array,delete,56,0.364,0,67.9542
typhon-Array,delete,58,0.567,0,66.9307
typhon-Array,delete,47,0.427,0,65.9069
typhon-Array,delete,37,0.274,0,64.8826
typhon-Array,delete,45,0.327,0,63.858
typhon-Array,delete,6,0.239,0,62.8329
typhon-Array,delete,10,0.237,0,61.8074
typhon-Array,delete,25,0.307,0,60.7814
typhon-Array,delete,55,0.346,0,59.7549
typhon-Array,delete,15,0.194,0,58.7279
typhon-Array,delete,36,0.275,0,57.7004
typhon-Array,delete,10,0.21,0,56.6724
typhon-Array,delete,42,0.412,0,55.6439
typhon-Array,delete,19,0.256,0,54.6147
typhon-Array,delete,13,0.214,0,53.585
typhon-Array,delete,49,0.315,0,52.5546
typhon-Array,delete,21,0.261,0,51.5236
typhon-Array,delete,13,0.194,0,50.4919
typhon-Array,delete,23,0.184,0,49.4594
typhon-Array,delete,29,0.274,0,48.4263
typhon-Array,delete,20,0.292,0,47.3923
typhon-Array,delete,23,0.224,0,46.3576
typhon-Array,delete,43,0.322,0,45.3219
typhon-Array,delete,27,0.293,0,44.2854
typhon-Array,delete,6,0.187,0,43.2479
typhon-Array,delete,8,0.188,0,42.2095
typhon-Array,delete,7,0.162,0,41.1699
typhon-Array,delete,16,0.22,0,40.1293
typhon-Array,delete,18,0.182,0,39.0875
typhon-Array,delete,33,0.303,0,38.0444
typhon-Array,delete,10,0.173,0,37
typhon-Array,delete,12,0.221,0,35.9542
typhon-Array,delete,14,0.187,0,34.9069
typhon-Array,delete,29,0.374,0,33.858
typhon-Array,delete,29,0.249,0,32.8074
typhon-Array,delete,15,0.173,0,31.7549
typhon-Array,delete,26,0.265,0,30.7004
typhon-Array,delete,23,0.246,0,29.6439
typhon-Array,delete,12,0.158,0,28.585
typhon-Array,delete,9,0.216,0,27.5236
typhon-Array,delete,26,0.231,0,26.4594
typhon-Array,delete,25,0.151,0,25.3923
typhon-Array,delete,19,0.218,0,24.3219
typhon-Array,delete,17,0.162,0,23.2479
typhon-Array,delete,16,0.141,0,22.1699
typhon-Array,delete,21,0.176,0,21.0875
typhon-Array,delete,16,0.185,0,20
typhon-Array,delete,7,0.144,0,18.9069
typhon-Array,delete,8,0.168,0,17.8074
typhon-Array,delete,4,0.188,0,16.7004
typhon-Array,delete,8,0.171,0,15.585
typhon-Array,delete,14,0.195,0,14.4594
typhon-Array,delete,4,0.153,0,13.3219
typhon-Array,delete,4,0.153,0,12.1699
typhon-Array,delete,9,0.185,0,11
typhon-Array,delete,4,0.111,0,9.80735
typhon-Array,delete,9,0.175,0,8.58496
typhon-Array,delete,5,0.164,0,7.32193
typhon-Array,delete,6,0.14,0,6
typhon-Array,delete,3,0.159,0,4.58496
typhon-Array,delete,4,0.081,0,3
typhon-Array,delete,2,0.104,0,1
typhon-Array,delete,1,0.107,0,-inf
