Barco,operacion,iteraciones, tiempo,daño, complexity
typhon-Array,insert,0,0.359,0,1
typhon-Array,insert,2,0.194,0,3
typhon-Array,insert,3,0.114,0,4.58496
typhon-Array,insert,5,0.19,0,6
typhon-Array,insert,3,0.157,0,7.32193
typhon-Array,insert,7,0.206,0,8.58496
typhon-Array,insert,8,0.165,0,9.80735
typhon-Array,insert,10,0.18,0,11
typhon-Array,insert,5,0.175,0,12.1699
typhon-Array,insert,12,0.2,0,13.3219
typhon-Array,insert,5,0.135,0,14.4594
typhon-Array,insert,14,0.149,0,15.585
typhon-Array,insert,9,0.154,0,16.7004
typhon-Array,insert,16,0.271,0,17.8074
typhon-Array,insert,16,0.198,0,18.9069
typhon-Array,insert,13,0.205,0,20
typhon-Array,insert,6,0.208,0,21.0875
typhon-Array,insert,15,0.251,0,22.1699
typhon-Array,insert,21,0.306,0,23.2479
typhon-Array,insert,8,0.183,0,24.3219
typhon-Array,insert,18,0.246,0,25.3923
typhon-Array,insert,6,0.171,0,26.4594
typhon-Array,insert,24,0.277,0,27.5236
typhon-Array,insert,12,0.213,0,28.585
typhon-Array,insert,25,0.2,0,29.6439
typhon-Array,insert,28,0.295,0,30.7004
typhon-Array,insert,12,0.311,0,31.7549
typhon-Array,insert,10,0.273,0,32.8074
typhon-Array,insert,11,0.275,0,33.858
typhon-Array,insert,26,0.293,0,34.9069
typhon-Array,insert,24,0.332,0,35.9542
typhon-Array,insert,29,0.362,0,37
typhon-Array,insert,14,0.243,0,38.0444
typhon-Array,insert,9,0.195,0,39.0875
typhon-Array,insert,16,0.237,0,40.1293
typhon-Array,insert,17,0.265,0,41.1699
typhon-Array,insert,20,0.226,0,42.2095
typhon-Array,insert,8,0.167,0,43.2479
typhon-Array,insert,24,0.219,0,44.2854
typhon-Array,insert,7,0.177,0,45.3219
typhon-Array,insert,14,0.204,0,46.3576
typhon-Array,insert,30,0.326,0,47.3923
typhon-Array,insert,32,0.265,0,48.4263
typhon-Array,insert,7,0.153,0,49.4594
typhon-Array,insert,13,0.208,0,50.4919
typhon-Array,insert,19,0.255,0,51.5236
typhon-Array,insert,48,0.46,0,52.5546
typhon-Array,insert,15,0.173,0,53.585
typhon-Array,insert,14,0.215,0,54.6147
typhon-Array,insert,14,0.177,0,55.6439
typhon-Array,insert,13,0.182,0,56.6724
typhon-Array,insert,45,0.36,0,57.7004
typhon-Array,insert,15,0.2,0,58.7279
typhon-Array,insert,42,0.333,0,59.7549
typhon-Array,insert,25,0.25,0,60.7814
typhon-Array,insert,9,0.202,0,61.8074
typhon-Array,insert,57,0.442,0,62.8329
typhon-Array,insert,46,0.381,0,63.858
typhon-Array,insert,48,0.333,0,64.8826
typhon-Array,insert,64,0.364,0,65.9069
typhon-Array,insert,48,0.29,0,66.9307
typhon-Array,insert,54,0.375,0,67.9542
typhon-Array,insert,28,0.278,0,68.9773
typhon-Array,insert,36,0.342,0,70
typhon-Array,insert,61,0.391,0,71.0224
typhon-Array,insert,51,0.476,0,72.0444
typhon-Array,insert,18,0.241,0,73.0661
typhon-Array,insert,29,0.459,0,74.0875
typhon-Array,insert,71,0.425,0,75.1085
typhon-Array,insert,48,0.335,0,76.1293
typhon-Array,insert,18,0.219,0,77.1497
typhon-Array,insert,18,0.22,0,78.1699
typhon-Array,insert,62,0.402,0,79.1898
typhon-Array,insert,22,0.249,0,80.2095
typhon-Array,insert,51,0.317,0,81.2288
typhon-Array,insert,41,0.307,0,82.2479
typhon-Array,insert,38,0.34,0,83.2668
typhon-Array,insert,18,0.244,0,84.2854
typhon-Array,insert,14,0.223,0,85.3038
typhon-Array,insert,47,0.372,0,86.3219
typhon-Array,insert,71,0.392,0,87.3399
typhon-Array,insert,34,0.249,0,88.3576
typhon-Array,insert,80,0.412,0,89.375
typhon-Array,insert,42,0.27,0,90.3923
typhon-Array,insert,87,0.399,0,91.4094
typhon-Array,insert,78,0.501,0,92.4263
typhon-Array,insert,80,0.439,0,93.4429
typhon-Array,insert,32,0.311,0,94.4594
typhon-Array,insert,37,0.238,0,95.4757
typhon-Array,insert,49,0.323,0,96.4919
typhon-Array,insert,87,0.39,0,97.5078
typhon-Array,insert,63,0.397,0,98.5236
typhon-Array,insert,47,0.364,0,99.5392
typhon-Array,insert,28,0.293,0,100.555
typhon-Array,insert,28,0.217,0,101.57
typhon-Array,insert,80,0.435,0,102.585
typhon-Array,insert,68,0.405,0,103.6
typhon-Array,insert,17,0.241,0,104.615
typhon-Array,insert,32,0.299,0,105.629
typhon-Array,insert,59,0.425,0,106.644
