Barco,operacion,iteraciones, tiempo,daño, complexity
Remora-BTree,search,7,1.316,14,8.38361
Remora-BTree,search,7,0.783,14,8.38361
Remora-BTree,search,7,0.489,14,8.38361
Remora-BTree,search,7,0.45,14,8.38361
Remora-BTree,search,7,1.112,14,8.38361
Remora-BTree,search,5,0.244,20,8.38361
Remora-BTree,search,7,0.305,14,8.38361
Remora-BTree,search,5,0.327,20,8.38361
Remora-BTree,search,7,0.908,14,8.38361
Remora-BTree,search,6,0.542,16,8.38361
Remora-BTree,search,7,0.513,14,8.38361
Remora-BTree,search,7,0.751,14,8.38361
Remora-BTree,search,7,0.511,14,8.38361
Remora-BTree,search,7,0.317,14,8.38361
Remora-BTree,search,7,0.517,14,8.38361
Remora-BTree,search,6,0.779,16,8.38361
Remora-BTree,search,7,0.703,14,8.38361
Remora-BTree,search,6,0.5,16,8.38361
Remora-BTree,search,7,0.665,14,8.38361
Remora-BTree,search,6,0.232,16,8.38361
Remora-BTree,search,6,0.464,16,8.38361
Remora-BTree,search,7,0.275,14,8.38361
Remora-BTree,search,7,0.558,14,8.38361
Remora-BTree,search,7,0.593,14,8.38361
Remora-BTree,search,7,0.643,14,8.38361
Remora-BTree,search,5,0.506,20,8.38361
Remora-BTree,search,7,0.561,14,8.38361
Remora-BTree,search,6,0.319,16,8.38361
Remora-BTree,search,7,0.437,14,8.38361
Remora-BTree,search,7,0.718,14,8.38361
Remora-BTree,search,7,0.677,14,8.38361
Remora-BTree,search,7,0.473,14,8.38361
Remora-BTree,search,7,0.384,14,8.38361
Remora-BTree,search,7,0.457,14,8.38361
Remora-BTree,search,7,0.516,14,8.38361
Remora-BTree,search,7,0.328,14,8.38361
Remora-BTree,search,7,0.711,14,8.38361
Remora-BTree,search,7,0.444,14,8.38361
Remora-BTree,search,7,0.352,14,8.38361
Remora-BTree,search,5,0.23,20,8.38361
Remora-BTree,search,7,0.244,14,8.38361
Remora-BTree,search,7,0.565,14,8.38361
Remora-BTree,search,7,0.685,14,8.38361
Remora-BTree,search,7,0.28,14,8.38361
Remora-BTree,search,7,0.882,14,8.38361
Remora-BTree,search,7,0.547,14,8.38361
Remora-BTree,search,7,0.95,14,8.38361
Remora-BTree,search,6,0.479,16,8.38361
Remora-BTree,search,4,0.174,25,8.38361
Remora-BTree,search,7,0.676,14,8.38361
Remora-BTree,search,7,0.665,14,8.38361
Remora-BTree,search,7,0.536,14,8.38361
Remora-BTree,search,6,0.317,16,8.38361
Remora-BTree,search,5,0.229,20,8.38361
Remora-BTree,search,7,0.282,14,8.38361
Remora-BTree,search,5,0.226,20,8.38361
Remora-BTree,search,6,0.208,16,8.38361
Remora-BTree,search,7,0.676,14,8.38361
Remora-BTree,search,5,0.244,20,8.38361
Remora-BTree,search,7,0.551,14,8.38361
Remora-BTree,search,6,0.336,16,8.38361
Remora-BTree,search,7,0.433,14,8.38361
Remora-BTree,search,7,0.325,14,8.38361
Remora-BTree,search,7,0.26,14,8.38361
Remora-BTree,search,5,0.258,20,8.38361
Remora-BTree,search,7,0.321,14,8.38361
Remora-BTree,search,7,0.274,14,8.38361
Remora-BTree,search,6,0.465,16,8.38361
Remora-BTree,search,7,0.273,14,8.38361
Remora-BTree,search,4,0.29,25,8.38361
Remora-BTree,search,7,0.479,14,8.38361
Remora-BTree,search,7,0.323,14,8.38361
Remora-BTree,search,6,0.532,16,8.38361
Remora-BTree,search,7,0.262,14,8.38361
Remora-BTree,search,6,0.269,16,8.38361
Remora-BTree,search,6,0.282,16,8.38361
Remora-BTree,search,7,0.317,14,8.38361
Remora-BTree,search,7,0.416,14,8.38361
Remora-BTree,search,7,0.638,14,8.38361
Remora-BTree,search,6,0.282,16,8.38361
Remora-BTree,search,7,0.295,14,8.38361
Remora-BTree,search,7,0.342,14,8.38361
Remora-BTree,search,7,0.468,14,8.38361
Remora-BTree,search,7,0.506,14,8.38361
Remora-BTree,search,7,0.498,14,8.38361
Remora-BTree,search,7,0.331,14,8.38361
Remora-BTree,search,7,0.239,14,8.38361
Remora-BTree,search,7,0.486,14,8.38361
Remora-BTree,search,7,0.521,14,8.38361
Remora-BTree,search,7,0.459,14,8.38361
Remora-BTree,search,7,0.378,14,8.38361
Remora-BTree,search,7,0.562,14,8.38361
Remora-BTree,search,6,0.472,16,8.38361
Remora-BTree,search,7,0.456,14,8.38361
Remora-BTree,search,7,0.68,14,8.38361
Remora-BTree,search,7,0.245,14,8.38361
Remora-BTree,search,7,0.323,14,8.38361
Remora-BTree,search,6,0.281,16,8.38361
Remora-BTree,search,7,0.323,14,8.38361
Remora-BTree,search,7,0.523,14,8.38361
Remora-BTree,search,7,0.487,14,8.38361
Remora-BTree,search,7,0.278,14,8.38361
Remora-BTree,search,7,0.322,14,8.38361
Remora-BTree,search,7,0.406,14,8.38361
Remora-BTree,search,6,0.35,16,8.38361
Remora-BTree,search,7,0.302,14,8.38361
Remora-BTree,search,7,0.281,14,8.38361
Remora-BTree,search,7,0.303,14,8.38361
Remora-BTree,search,7,0.331,14,8.38361
Remora-BTree,search,7,0.372,14,8.38361
Remora-BTree,search,6,0.349,16,8.38361
Remora-BTree,search,7,0.526,14,8.38361
Remora-BTree,search,7,0.366,14,8.38361
Remora-BTree,search,7,0.286,14,8.38361
Remora-BTree,search,7,0.701,14,8.38361
Remora-BTree,search,7,0.34,14,8.38361
Remora-BTree,search,7,0.28,14,8.38361
Remora-BTree,search,7,0.365,14,8.38361
Remora-BTree,search,6,0.282,16,8.38361
Remora-BTree,search,7,0.788,14,8.38361
Remora-BTree,search,6,0.343,16,8.38361
Remora-BTree,search,7,0.307,14,8.38361
Remora-BTree,search,7,0.472,14,8.38361
Remora-BTree,search,5,0.246,20,8.38361
Remora-BTree,search,7,0.338,14,8.38361
Remora-BTree,search,7,0.263,14,8.38361
Remora-BTree,search,7,0.682,14,8.38361
Remora-BTree,search,6,0.273,16,8.38361
Remora-BTree,search,7,0.283,14,8.38361
Remora-BTree,search,7,0.336,14,8.38361
Remora-BTree,search,7,0.336,14,8.38361
Remora-BTree,search,5,0.226,20,8.38361
Remora-BTree,search,5,0.367,20,8.38361
Remora-BTree,search,7,0.296,14,8.38361
Remora-BTree,search,7,1.141,14,8.38361
Remora-BTree,search,7,0.509,14,8.38361
Remora-BTree,search,7,0.318,14,8.38361
Remora-BTree,search,7,0.282,14,8.38361
Remora-BTree,search,7,0.455,14,8.38361
Remora-BTree,search,7,0.314,14,8.38361
Remora-BTree,search,5,0.476,20,8.38361
Remora-BTree,search,6,0.271,16,8.38361
Remora-BTree,search,6,0.329,16,8.38361
Remora-BTree,search,7,0.56,14,8.38361
Remora-BTree,search,7,0.339,14,8.38361
Remora-BTree,search,7,0.446,14,8.38361
Remora-BTree,search,7,0.378,14,8.38361
Remora-BTree,search,6,0.258,16,8.38361
Remora-BTree,search,6,0.337,16,8.38361
Remora-BTree,search,7,0.482,14,8.38361
Remora-BTree,search,5,0.258,20,8.38361
Remora-BTree,search,7,0.302,14,8.38361
Remora-BTree,search,7,0.343,14,8.38361
Remora-BTree,search,5,0.22,20,8.38361
Remora-BTree,search,7,0.394,14,8.38361
Remora-BTree,search,7,0.502,14,8.38361
Remora-BTree,search,7,0.268,14,8.38361
Remora-BTree,search,7,0.501,14,8.38361
Remora-BTree,search,7,0.33,14,8.38361
Remora-BTree,search,7,0.347,14,8.38361
Remora-BTree,search,6,0.267,16,8.38361
Remora-BTree,search,7,0.467,14,8.38361
Remora-BTree,search,7,0.285,14,8.38361
Remora-BTree,search,7,0.306,14,8.38361
Remora-BTree,search,7,0.294,14,8.38361
Remora-BTree,search,7,0.259,14,8.38361
Remora-BTree,search,6,0.433,16,8.38361
Remora-BTree,search,6,0.35,16,8.38361
Remora-BTree,search,7,0.37,14,8.38361
Remora-BTree,search,7,0.269,14,8.38361
Remora-BTree,search,7,0.311,14,8.38361
Remora-BTree,search,7,0.429,14,8.38361
Remora-BTree,search,7,0.561,14,8.38361
Remora-BTree,search,7,0.334,14,8.38361
Remora-BTree,search,7,0.387,14,8.38361
Remora-BTree,search,7,0.39,14,8.38361
Remora-BTree,search,7,0.345,14,8.38361
Remora-BTree,search,7,0.883,14,8.38361
Remora-BTree,search,7,0.32,14,8.38361
Remora-BTree,search,7,0.261,14,8.38361
Remora-BTree,search,6,0.308,16,8.38361
Remora-BTree,search,7,0.458,14,8.38361
Remora-BTree,search,7,0.512,14,8.38361
Remora-BTree,search,6,0.288,16,8.38361
Remora-BTree,search,7,0.308,14,8.38361
Remora-BTree,search,7,0.382,14,8.38361
Remora-BTree,search,7,0.411,14,8.38361
Remora-BTree,search,7,0.235,14,8.38361
Remora-BTree,search,6,0.489,16,8.38361
Remora-BTree,search,7,0.336,14,8.38361
Remora-BTree,search,7,0.38,14,8.38361
Remora-BTree,search,7,0.381,14,8.38361
Remora-BTree,search,7,0.333,14,8.38361
Remora-BTree,search,7,0.339,14,8.38361
Remora-BTree,search,7,0.336,14,8.38361
