Barco,operacion,iteraciones, tiempo,daño, complexity
venture-LinkedList,insert,1,0.706,0,1
venture-LinkedList,insert,1,0.131,0,1
venture-LinkedList,insert,1,0.08,0,1
venture-LinkedList,insert,1,0.04,0,1
venture-LinkedList,insert,1,0.078,0,1
venture-LinkedList,insert,1,0.05,0,1
venture-LinkedList,insert,1,0.038,0,1
venture-LinkedList,insert,1,0.077,0,1
venture-LinkedList,insert,1,0.077,0,1
venture-LinkedList,insert,1,0.078,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.046,0,1
venture-LinkedList,insert,1,0.047,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.045,0,1
venture-LinkedList,insert,1,0.051,0,1
venture-LinkedList,insert,1,0.049,0,1
venture-LinkedList,insert,1,0.047,0,1
venture-LinkedList,insert,1,1.938,0,1
venture-LinkedList,insert,1,0.049,0,1
venture-LinkedList,insert,1,0.05,0,1
venture-LinkedList,insert,1,0.046,0,1
venture-LinkedList,insert,1,0.047,0,1
venture-LinkedList,insert,1,0.05,0,1
venture-LinkedList,insert,1,0.051,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.049,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.049,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.044,0,1
venture-LinkedList,insert,1,0.043,0,1
venture-LinkedList,insert,1,0.046,0,1
venture-LinkedList,insert,1,0.05,0,1
venture-LinkedList,insert,1,0.048,0,1
venture-LinkedList,insert,1,0.051,0,1
venture-LinkedList,insert,1,0.228,0,1
venture-LinkedList,insert,1,0.078,0,1
venture-LinkedList,insert,1,0.064,0,1
venture-LinkedList,insert,1,0.063,0,1
