Barco,operacion,iteraciones, tiempo,daño, complexity
Remora-BTree,insert,1,0.861,0,0
Remora-BTree,insert,1,0.303,0,0.63093
Remora-BTree,insert,1,0.065,0,1
Remora-BTree,insert,1,0.083,0,1.26186
Remora-BTree,insert,1,0.057,0,1.46497
Remora-BTree,insert,2,0.403,0,1.63093
Remora-BTree,insert,2,0.099,0,1.77124
Remora-BTree,insert,2,0.056,0,1.89279
Remora-BTree,insert,2,0.096,0,2
Remora-BTree,insert,2,0.062,0,2.0959
Remora-BTree,insert,2,0.24,0,2.18266
Remora-BTree,insert,2,0.106,0,2.26186
Remora-BTree,insert,2,0.082,0,2.33472
Remora-BTree,insert,2,0.373,0,2.40217
Remora-BTree,insert,2,0.173,0,2.46497
Remora-BTree,insert,2,0.136,0,2.52372
Remora-BTree,insert,2,0.179,0,2.5789
Remora-BTree,insert,2,0.491,0,2.63093
Remora-BTree,insert,2,0.167,0,2.68014
Remora-BTree,insert,2,0.148,0,2.72683
Remora-BTree,insert,2,0.263,0,2.77124
Remora-BTree,insert,2,0.127,0,2.81359
Remora-BTree,insert,2,0.108,0,2.85405
Remora-BTree,insert,2,0.144,0,2.89279
Remora-BTree,insert,2,0.118,0,2.92995
Remora-BTree,insert,2,0.393,0,2.96565
Remora-BTree,insert,3,0.495,0,3
Remora-BTree,insert,3,0.223,0,3.0331
Remora-BTree,insert,3,0.394,0,3.06504
Remora-BTree,insert,3,0.15,0,3.0959
Remora-BTree,insert,3,0.104,0,3.12575
Remora-BTree,insert,3,0.342,0,3.15465
Remora-BTree,insert,3,0.205,0,3.18266
Remora-BTree,insert,3,0.129,0,3.20983
Remora-BTree,insert,3,0.17,0,3.23622
Remora-BTree,insert,3,0.398,0,3.26186
Remora-BTree,insert,3,0.45,0,3.2868
Remora-BTree,insert,3,0.182,0,3.31107
Remora-BTree,insert,3,0.172,0,3.33472
Remora-BTree,insert,3,0.131,0,3.35776
Remora-BTree,insert,3,0.123,0,3.38024
Remora-BTree,insert,3,0.344,0,3.40217
Remora-BTree,insert,3,0.355,0,3.42359
Remora-BTree,insert,3,0.166,0,3.44452
Remora-BTree,insert,3,0.165,0,3.46497
Remora-BTree,insert,3,0.37,0,3.48498
Remora-BTree,insert,3,0.183,0,3.50456
Remora-BTree,insert,3,0.178,0,3.52372
Remora-BTree,insert,3,0.117,0,3.54249
Remora-BTree,insert,3,0.135,0,3.56088
Remora-BTree,insert,3,0.186,0,3.5789
Remora-BTree,insert,3,0.221,0,3.59658
Remora-BTree,insert,3,0.42,0,3.61392
Remora-BTree,insert,3,0.284,0,3.63093
Remora-BTree,insert,3,0.107,0,3.64763
Remora-BTree,insert,3,0.513,0,3.66403
Remora-BTree,insert,3,0.459,0,3.68014
Remora-BTree,insert,3,0.168,0,3.69597
