Barco,operacion,iteraciones,daño
Splay,deletion,7,0
Splay,deletion,9,0
Splay,deletion,6,0
Splay,deletion,7,0
Splay,deletion,6,0
Splay,deletion,5,0
Splay,deletion,7,0
Splay,deletion,6,0
Splay,deletion,6,0
Splay,deletion,8,0
Splay,deletion,3,0
Splay,deletion,7,0
Splay,deletion,8,0
Splay,deletion,3,0
Splay,deletion,3,0
Splay,deletion,7,0
Splay,deletion,6,0
Splay,deletion,7,0
Splay,deletion,6,0
Splay,deletion,4,0
Splay,deletion,7,0
Splay,deletion,4,0
Splay,deletion,5,0
Splay,deletion,6,0
Splay,deletion,4,0
Splay,deletion,6,0
Splay,deletion,6,0
Splay,deletion,4,0
Splay,deletion,6,0
Splay,deletion,7,0
Splay,deletion,6,0
Splay,deletion,3,0
Splay,deletion,6,0
Splay,deletion,3,0
Splay,deletion,5,0
Splay,deletion,3,0
Splay,deletion,5,0
Splay,deletion,9,0
Splay,deletion,5,0
Splay,deletion,7,0
Splay,deletion,5,0
Splay,deletion,5,0
Splay,deletion,6,0
Splay,deletion,4,0
Splay,deletion,4,0
