Barco,operacion,iteraciones,daño
Array,insert,22,0
Array,insert,11,0
Array,insert,29,0
Array,insert,44,0
Array,insert,53,0
Array,insert,40,0
Array,insert,58,0
Array,insert,15,0
Array,insert,43,0
Array,insert,65,0
Array,insert,55,0
Array,insert,41,0
Array,insert,37,0
Array,insert,47,0
Array,insert,73,0
Array,insert,17,0
Array,insert,45,0
Array,insert,64,0
Array,insert,36,0
Array,insert,37,0
Array,insert,22,0
Array,insert,40,0
Array,insert,46,0
Array,insert,53,0
Array,insert,52,0
Array,insert,66,0
Array,insert,49,0
Array,insert,45,0
Array,insert,62,0
Array,insert,36,0
Array,insert,11,0
Array,insert,7,0
Array,insert,80,0
Array,insert,37,0
Array,insert,65,0
Array,insert,26,0
Array,insert,83,0
Array,insert,22,0
Array,insert,69,0
Array,insert,100,0
Array,insert,14,0
Array,insert,60,0
Array,insert,57,0
Array,insert,97,0
Array,insert,46,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
Set,insert,1,0
RedBlack,insert,1,0
RedBlack,insert,1,0
RedBlack,insert,1,0
RedBlack,insert,2,0
RedBlack,insert,2,0
RedBlack,insert,3,0
RedBlack,insert,3,0
RedBlack,insert,4,0
RedBlack,insert,3,0
RedBlack,insert,3,0
RedBlack,insert,3,0
RedBlack,insert,3,0
RedBlack,insert,4,0
RedBlack,insert,4,0
RedBlack,insert,4,0
RedBlack,insert,4,0
RedBlack,insert,4,0
RedBlack,insert,4,0
RedBlack,insert,5,0
RedBlack,insert,3,0
RedBlack,insert,4,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,4,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,5,0
RedBlack,insert,4,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,7,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,7,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,7,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,6,0
RedBlack,insert,5,0
RedBlack,insert,5,0
RedBlack,insert,6,0
RedBlack,insert,7,0
RedBlack,insert,7,0
RedBlack,insert,7,0
RedBlack,insert,8,0
RedBlack,insert,7,0
RedBlack,insert,7,0
